OID_,FieldName,ZONE_CODE,COUNT,AREA,Variable,Dimensions,StdTime,StdTime_Max,MEAN,STD
77,19_F,5,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/05/2018 00:00:00,01/06/2018 00:00:00,7.252876640792508,0.053305582529963
78,19_J,6,6.000000000000000,6000000.000000000000000,tasmin,StdTime,01/05/2018 00:00:00,01/06/2018 00:00:00,6.649109563514172,0.077045039251628
79,19_K,7,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/05/2018 00:00:00,01/06/2018 00:00:00,8.190156386716353,0.029388591357819
80,19_M,8,6.000000000000000,6000000.000000000000000,tasmin,StdTime,01/05/2018 00:00:00,01/06/2018 00:00:00,6.988942938117018,0.094788440005960
81,19_N,9,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/05/2018 00:00:00,01/06/2018 00:00:00,6.712097511751089,0.075330896013931
82,19_O,10,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/05/2018 00:00:00,01/06/2018 00:00:00,6.402670700541790,0.209196740063039
83,19_P,11,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/05/2018 00:00:00,01/06/2018 00:00:00,7.345363926079950,0.044714219104233
84,19_T,12,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/05/2018 00:00:00,01/06/2018 00:00:00,5.726994928951306,0.036142739109567
85,19_V,13,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/05/2018 00:00:00,01/06/2018 00:00:00,5.811096061361193,0.018046125748250
86,19_W,14,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/05/2018 00:00:00,01/06/2018 00:00:00,6.514475868679779,0.028321986831148
87,19_X_A,15,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/05/2018 00:00:00,01/06/2018 00:00:00,6.000567747603290,0.095312590121353
88,19_X_B,16,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/05/2018 00:00:00,01/06/2018 00:00:00,6.193390625008192,0.101677517993708
89,19_Y,17,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/05/2018 00:00:00,01/06/2018 00:00:00,6.502658149418085,0.105383831632291
90,19_Z,18,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/05/2018 00:00:00,01/06/2018 00:00:00,6.608153989598433,0.072001995260081
91,19_A,1,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/06/2018 00:00:00,01/07/2018 00:00:00,11.173400328484139,0.091918148665012
92,19_AA,2,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/06/2018 00:00:00,01/07/2018 00:00:00,8.718111512263246,0.070470964169709
93,19_BB,3,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/06/2018 00:00:00,01/07/2018 00:00:00,8.870385840146657,0.018548935578203
94,19_E,4,3.000000000000000,3000000.000000000000000,tasmin,StdTime,01/06/2018 00:00:00,01/07/2018 00:00:00,11.282505476977917,0.092881972770497
95,19_F,5,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/06/2018 00:00:00,01/07/2018 00:00:00,9.946340960435405,0.054981276304559
96,19_J,6,6.000000000000000,6000000.000000000000000,tasmin,StdTime,01/06/2018 00:00:00,01/07/2018 00:00:00,9.380817412530375,0.085891318590562
97,19_K,7,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/06/2018 00:00:00,01/07/2018 00:00:00,11.093058821198500,0.032911792485153
98,19_M,8,6.000000000000000,6000000.000000000000000,tasmin,StdTime,01/06/2018 00:00:00,01/07/2018 00:00:00,9.291479783235213,0.093779155914888
99,19_N,9,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/06/2018 00:00:00,01/07/2018 00:00:00,9.042196634069182,0.070951547439620
100,19_O,10,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/06/2018 00:00:00,01/07/2018 00:00:00,8.792436971527852,0.216159438574691
101,19_P,11,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/06/2018 00:00:00,01/07/2018 00:00:00,9.495618150280370,0.046937373884286
102,19_T,12,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/06/2018 00:00:00,01/07/2018 00:00:00,8.465151726096051,0.036560868853124
103,19_V,13,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/06/2018 00:00:00,01/07/2018 00:00:00,8.544089870877443,0.016418793262240
104,19_W,14,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/06/2018 00:00:00,01/07/2018 00:00:00,8.777071419614014,0.032393054778078
105,19_X_A,15,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/06/2018 00:00:00,01/07/2018 00:00:00,8.404503926702320,0.092482812347509
106,19_X_B,16,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/06/2018 00:00:00,01/07/2018 00:00:00,8.516894332791544,0.103269129338998
107,19_Y,17,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/06/2018 00:00:00,01/07/2018 00:00:00,9.073338375139986,0.111715245699210
108,19_Z,18,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/06/2018 00:00:00,01/07/2018 00:00:00,9.324075828098280,0.085426630221312
109,19_A,1,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/07/2018 00:00:00,01/08/2018 00:00:00,13.829561934014119,0.101427481135667
110,19_AA,2,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/07/2018 00:00:00,01/08/2018 00:00:00,11.242597033946197,0.079005301061319
111,19_BB,3,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/07/2018 00:00:00,01/08/2018 00:00:00,11.343747353458594,0.033752700280611
112,19_E,4,3.000000000000000,3000000.000000000000000,tasmin,StdTime,01/07/2018 00:00:00,01/08/2018 00:00:00,13.764279215032314,0.068747829583458
113,19_F,5,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/07/2018 00:00:00,01/08/2018 00:00:00,12.118658002458510,0.058224094378070
114,19_J,6,6.000000000000000,6000000.000000000000000,tasmin,StdTime,01/07/2018 00:00:00,01/08/2018 00:00:00,11.616776751538721,0.080593460145773
115,19_K,7,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/07/2018 00:00:00,01/08/2018 00:00:00,13.398751895047297,0.031684552729374
